year,country,year_defence,year_attack,overall_attack,overall_defence,year_quality
1970,Albania,0.573386959434295,0.5811592119562257,0.8075999976144312,-0.02748164426200761,0.8428538943983696
1970,Algeria,0.6106149331489936,0.594549996571095,1.1001060255699526,0.036902521736854155,1.0471385672551998
1970,Argentina,0.559174273525476,0.602364026541582,1.6767757603467819,-0.43977591520589754,2.1597414285687857
1970,Australia,0.5806921265287516,0.6074880184767267,1.243331286324967,-0.09358649209886571,1.3637136703718078
1970,Austria,0.501085463293507,0.5350639380890969,1.3586607812536409,-0.07074560541775632,1.463384861466987
1970,Bahrain,0.5925192566238014,0.5539850028112651,0.7285851011168168,0.278803400255079,0.41124744704920146
1970,Belgium,0.618093151742309,0.5449851123835183,1.4858821785848706,-0.22018113962756836,1.632955278853648
1970,Benin,0.5841317352948978,0.6042108672722138,0.6492461474899807,0.4516385966606997,0.2176866828065971
1970,Bermuda,0.549773516315496,0.5808022055434691,0.5487571364160149,0.7236946518917565,-0.14390882624776857
1970,Brazil,0.6464544333933904,0.6401030677171569,1.8299979515632396,-0.531099166665655,2.3547457525526614
1970,Bulgaria,0.596531956388863,0.668538730710521,1.3002959530107299,-0.14358484400040106,1.5158875713327888
1970,Burkina Faso,0.6063865193441441,0.5974408563533034,0.8020781119575379,0.2433322239806075,0.5498002249860897
1970,Cambodia,0.5220794044455757,0.6059634862514575,-0.05737080294450769,1.2856233173187186,-1.2591100384573446
1970,Cameroon,0.6692487804715964,0.5838658963551248,0.9846496554268267,-0.06721710861160912,0.966483879921964
1970,Chile,0.6181912050905835,0.5823716233334915,1.4158957680203954,-0.24829750414444618,1.6283736904077495
1970,Colombia,0.6147695477586584,0.5594400000793829,1.300187061909006,-0.46028733385881315,1.7051448480885436
1970,Congo,0.5740012484924979,0.5942093061281825,0.7551938643652506,0.2947168281448639,0.4806850938560713
1970,Costa Rica,0.5736723410062491,0.5691771564577933,1.1161985916082346,-0.048746448218055294,1.1604498552778342
1970,Cuba,0.580979056952783,0.5814564703698039,0.6760101748770561,0.35566730398540447,0.3208202843086725
1970,Curaçao,0.5962276099265745,0.5842217784458082,0.3915136983665898,0.6395261571379665,-0.26001829025214307
1970,Cyprus,0.5655426046799208,0.5936631483271653,0.7635667954190966,0.24341039622485083,0.5482769428414902
1970,Czechoslovakia,0.6301600823436504,0.5486522322244599,1.5003738767661834,-0.4285181414410095,1.8473841680880023
1970,Denmark,0.559821313233536,0.4126913457845339,1.4326653366890787,-0.2597404660209164,1.545275835260993
1970,Dominica,0.5327334647775376,0.5568278215860665,0.005224737533851664,0.9275773765550747,-0.8982582822126941
1970,DR Congo,0.5674976998518481,0.6380044560186239,0.991542586038561,0.21114730762608935,0.8509020345792475
1970,Ecuador,0.6058124787814801,0.5872701263377424,1.2924478428598525,-0.20335931585101163,1.4772648062671263
1970,Egypt,0.5762400349337653,0.6367177352760155,1.1517848693531472,-0.01581687255132591,1.2280794422467232
1970,El Salvador,0.5687480220483153,0.5101766372774045,0.710098685346686,0.16782983866248968,0.48369746191328555
1970,England,0.5539000711128159,0.6128953735826823,1.598033407193949,-0.5419517610950295,2.198980470758845
1970,Ethiopia,0.6533032393682785,0.5545331401085354,0.5739598725575457,0.502755987125556,-0.027566213827753483
1970,Finland,0.55675598353573,0.5468213440924682,1.0278021385175835,-0.044601994381786136,1.062469493456108
1970,France,0.5839854040171303,0.5664860991917486,1.6029356691861065,-0.4531040219518283,2.0385403863125533
1970,French Guiana,0.5826203301950281,0.6068804131416422,0.46373015236679743,0.6812920128673667,-0.19330177755395517
1970,Gabon,0.5421822367528799,0.6122343724115976,0.7250925909752165,0.14904864763827952,0.6460960789956547
1970,German DR,0.5646244822271735,0.7137308282553897,1.527580562476138,-0.3010662564000063,1.9777531649043603
1970,Germany,0.6510673740453261,0.5770901830908641,1.7945924626108776,-0.24967989616419062,1.9702951678206062
1970,Ghana,0.5422255926498325,0.6064592488054311,1.0257525636379778,-0.0028021790324308515,1.0927883988260072
1970,Greece,0.5743521197467563,0.5280468607586835,1.0899156879194862,-0.16816897713203183,1.2117794060634453
1970,Grenada,0.6345244110750152,0.676919505273003,0.46511410903650774,0.9343331361088988,-0.42682393287440323
1970,Guinea,0.6438797563487381,0.7596843849389592,0.967867363489961,0.2022718964076604,0.8814000956725218
1970,Guyana,0.5505858180914089,0.5638352910559505,0.36928139556011974,0.8073956606711091,-0.4248647921464479
1970,Haiti,0.5801751532993615,0.5376082090839089,0.7401922011376058,0.3322110155298689,0.36541424139228407
1970,Honduras,0.5731096266647736,0.5524010715057565,1.0913152886489574,0.05024776347261084,1.0203589700173294
1970,Hong Kong,0.6349458775933244,0.6444430821584881,0.3584400713729321,0.6351709250177268,-0.267233649079631
1970,Hungary,0.5501213901373175,0.638266014830144,1.318879066765718,-0.04693032029283839,1.453954011751383
1970,Iceland,0.5541703284906245,0.5652719524776878,1.0253387369131188,0.05563745172997392,0.9808029091702081
1970,India,0.6226387027408322,0.7578584750613897,0.3659522628533726,0.7931030978759169,-0.29193106270198665
1970,Indonesia,0.739694537664262,0.8074510736837651,0.5451372628076322,0.7242601387637706,-0.11136633993663514
1970,Iran,0.5877377159418818,0.5914392908517963,1.1379197980028064,-0.1317408562776443,1.273362229190365
1970,Iraq,0.5861338064940368,0.5523221562837051,1.0162597192098155,-0.017147888304089642,0.9995959573035734
1970,Israel,0.5197031771581998,0.5686170643255324,1.2609965096619231,0.043102701362830564,1.2668076954664251
1970,Italy,0.6160141166816685,0.7005612190279353,1.4601879152429664,-0.5416141572421116,2.086349174831345
1970,Ivory Coast,0.6727042121049502,0.6194757395364251,1.1793138815460125,0.09447876610715689,1.0316066428703305
1970,Japan,0.6404533937153455,0.5137456181348865,1.149385177452574,0.035812872363007786,0.9868645295091073
1970,Kenya,0.6074164973067487,0.5632586471523016,0.6162062018656546,0.3349655487584531,0.2370828029527544
1970,Kuwait,0.6110428815345098,0.6724209301735933,0.9419387161461754,0.18044767791701805,0.8228690868682409
1970,Laos,0.508937643074313,0.6211119763110737,-0.05606383365572687,1.4236375927438838,-1.36752709316285
1970,Lesotho,0.642232514697299,0.6154487976424721,0.24293630717332892,0.5741961563008335,-0.3580435661823317
1970,Libya,0.5974582245146434,0.6084756347433607,0.7559394642797846,0.17013356028296156,0.5968233142255405
1970,Luxembourg,0.56247206275302,0.5529215211670224,0.3134525950814371,0.31324994356791425,-0.009347890072474718
1970,Macau,0.6135850987405232,0.577694210283478,-0.3729196441178887,1.3706403148714357,-1.7794508474463695
1970,Madagascar,0.6329766354390479,0.5804832480610308,0.5590052409628216,0.45566430120014134,0.05084755238466321
1970,Malawi,0.6239494332641363,0.6054545780016778,0.6350488512778076,0.35562058483497594,0.26093341118037316
1970,Malaysia,0.586557285842656,0.6415959970823604,0.4844613122095621,0.650282725447777,-0.11078270199851037
1970,Mali,0.5864414289088979,0.5745679609623545,0.9077443112539393,0.14850333611778166,0.7473675071896142
1970,Malta,0.5673857448212508,0.5847563730703139,0.40241146559035634,0.33916776152321787,0.08061433231620152
1970,Mauritius,0.5392966638800533,0.6288780755675449,0.25080445845329924,0.6250649054134886,-0.28467903527269767
1970,Mexico,0.556591478230714,0.5282164890615002,1.422842317053576,-0.21245048903311925,1.6069178169174814
1970,Morocco,0.5934374513942746,0.5896830482427524,1.0839841249945519,-0.19325500891337,1.2734847307563997
1970,Myanmar,0.5333273661348293,0.6719859457881567,0.49516022417811234,0.8698378120055068,-0.23601900817406718
1970,Netherlands,0.5257879108002477,0.5065418756331102,1.6940276021253122,-0.42811578085323654,2.1028973478114112
1970,New Caledonia,0.5349151485663713,0.5919265538030335,0.6311216215789391,0.8703141941131983,-0.18218116729759704
1970,Niger,0.5806495314013095,0.6197752827834013,0.5804369757622238,0.41156823814624327,0.20799448899807227
1970,Nigeria,0.5738583082458251,0.5306028193982132,1.0894814756230948,-0.08312405972257864,1.1293500464980617
1970,North Vietnam,0.5837569295708511,0.5837754759971769,0.6221609148194188,0.7106678314511411,-0.08848837020539646
1970,Northern Ireland,0.5740025600561633,0.5561407016060588,0.8958809645858972,-0.23656448943454356,1.1145835955703363
1970,Norway,0.597455012663705,0.5239343671603718,1.2613994049068873,-0.18454146138026484,1.3724202207838188
1970,Pakistan,0.557829926832391,0.5913827491907713,-0.13487801164704494,1.0692027030776732,-1.1705278923663378
1970,Panama,0.5580826049678624,0.5691085802796896,0.7400999535800529,0.15085532183396666,0.6002706070579135
1970,Paraguay,0.5192496185097485,0.5686495626217749,1.2834690991054172,-0.3221519785772282,1.655021021794672
1970,Peru,0.6828317631423717,0.6523763584202672,1.2017305434269225,-0.2313333907754036,1.4026085294802215
1970,Poland,0.5837311720573779,0.6215062455182201,1.4235826169645347,-0.16872574994181355,1.6300834403671904
1970,Portugal,0.5771511405898756,0.5633649848857233,1.4893671130219053,-0.3256865012914182,1.801267458609171
1970,Qatar,0.594744768450792,0.5937448066217897,0.8578420214298301,0.2756948584033784,0.5811472011974496
1970,Republic of Ireland,0.5663145360903914,0.5438966709854863,1.2402650272776916,-0.34779463982255365,1.5656418019953402
1970,Romania,0.49090612560366675,0.5358428091271047,1.4109295058029858,-0.25723115905336136,1.7130973483797853
1970,Russia,0.504850573372874,0.5839503873680214,1.4755711899630177,-0.37273913883293397,1.927410142791099
1970,Saint Lucia,0.6073710923998354,0.5734950729269045,0.2599924882700479,0.9952854975867501,-0.7691690287896331
1970,Saint Vincent and the Grenadines,0.6127108327678296,0.6046662703207228,0.4463521554400634,0.9548222091862425,-0.5165146161932859
1970,Saudi Arabia,0.5686679401497582,0.5402265598914219,0.9832792160810181,0.13330189360010303,0.8215359422225788
