country,attack,defense,quality_metric
Abkhazia,0.6561459756670478,-0.053477322170794706,0.7096232978378425
Afghanistan,0.014160370094469465,0.9520860424547835,-0.937925672360314
Åland Islands,0.45146790326564973,0.8814022812367757,-0.42993437797112594
Albania,0.8075999976144312,-0.02748164426200761,0.8350816418764389
Alderney,-0.335135292211991,1.4878710509578001,-1.8230063431697912
Algeria,1.1001060255699526,0.036902521736854155,1.0632035038330985
American Samoa,-0.8261108680210343,2.3065974327943897,-3.132708300815424
Andalusia,1.212452771313782,0.10609465802884921,1.1063581132849327
Andorra,-0.23247725279907472,0.40666149870611795,-0.6391387515051927
Angola,0.7079984450153951,0.1094445099987284,0.5985539350166666
Anguilla,-0.7421836986253354,1.7229206815803666,-2.4651043802057018
Antigua and Barbuda,0.30375717078753317,0.9236944403228746,-0.6199372695353415
Arameans Suryoye,0.6952712909702767,0.2846108881565043,0.4106604028137724
Argentina,1.6767757603467819,-0.43977591520589754,2.1165516755526794
Armenia,0.8627906284680225,0.2027390333909878,0.6600515950770347
Artsakh,0.8218956832503919,0.5623308141154688,0.25956486913492305
Aruba,0.013215139718242952,1.2178677716472581,-1.2046526319290152
Australia,1.243331286324967,-0.09358649209886571,1.3369177784238326
Austria,1.3586607812536409,-0.07074560541775632,1.4294063866713973
Aymara,0.3911606232431533,0.620018345423709,-0.22885772218055572
Azerbaijan,0.4892503459357397,0.11969988202753684,0.36955046390820284
Bahamas,-0.41961318545444737,1.531672394146793,-1.9512855796012403
Bahrain,0.7285851011168168,0.278803400255079,0.44978170086173785
Bangladesh,-0.2551052679640454,0.957424412754736,-1.2125296807187813
Barawa,0.06176634682996529,1.4906317713439812,-1.428865424514016
Barbados,0.28755650332482285,0.7295701551950791,-0.4420136518702562
Basque Country,1.604375372008451,0.1309351860240448,1.4734401859844062
Belarus,1.0364753076549293,0.01193717243704473,1.0245381352178846
Belgium,1.4858821785848706,-0.22018113962756836,1.706063318212439
Belize,0.2396187905654411,0.6633454538399168,-0.4237266632744757
Benin,0.6492461474899807,0.4516385966606997,0.19760755082928094
Bermuda,0.5487571364160149,0.7236946518917565,-0.17493751547574166
Bhutan,-0.6238479480744397,1.736534459206042,-2.3603824072804818
Biafra,0.05077993298913852,0.38085227778882175,-0.3300723447996832
Bolivia,1.099460066272576,-0.03353222880314133,1.1329922950757174
Bonaire,0.17166628376653348,1.6010102363120458,-1.4293439525455123
Bosnia and Herzegovina,1.1928813868713304,0.01957653057220632,1.173304856299124
Botswana,0.257727729785712,0.33082732443198837,-0.07309959464627636
Brazil,1.8299979515632396,-0.531099166665655,2.3610971182288947
British Virgin Islands,-0.6002268018834396,1.6372021058363744,-2.237428907719814
Brittany,0.612046173948015,0.4417532912843686,0.1702928826636464
Brunei,-0.4132214070390451,1.5589436984893121,-1.972165105528357
Brunei Darussalam,-0.009510723361047857,0.9255787259436608,-0.9350894493047086
Bulgaria,1.3002959530107299,-0.14358484400040106,1.443880797011131
Burkina Faso,0.8020781119575379,0.2433322239806075,0.5587458879769304
Burundi,0.4633830611428405,0.3157462700280747,0.1476367911147658
Cambodia,-0.05737080294450769,1.2856233173187186,-1.3429941202632263
Cameroon,0.9846496554268267,-0.06721710861160912,1.0518667640384358
Canada,0.9334681053662273,0.05640960354976121,0.877058501816466
Canary Islands,1.3059177995340598,0.33369053977855995,0.9722272597555
Cape Verde,0.6518856594663104,0.21914883984339906,0.43273681962291133
Cascadia,0.8577008254254843,0.9606270047258811,-0.10292617930039683
Catalonia,1.421695247097863,-0.11607907873035372,1.5377743258282166
Cayman Islands,-0.12468899329967942,1.1972120452255046,-1.321901038525184
Central African Republic,0.590479301533854,0.5449087967191873,0.045570504814666624
Chad,0.4651425195490754,0.4583865312274433,0.0067559883216321
Chagos Islands,0.3766309408872922,1.6290789653738955,-1.2524480244866032
Chameria,0.934090685515211,0.08352062472113142,0.8505700607940796
Chile,1.4158957680203954,-0.24829750414444618,1.6641932721648416
China PR,0.9733008982245328,0.1589156068061181,0.8143852914184146
Colombia,1.300187061909006,-0.46028733385881315,1.760474395767819
Comoros,0.21085277976315075,0.49442876502210487,-0.2835759852589541
Congo,0.7551938643652506,0.2947168281448639,0.4604770362203867
Cook Islands,-0.7635669535534386,2.00256859452743,-2.766135548080869
Corsica,0.5145431895060066,-0.18655701920526035,0.701100208711267
Costa Rica,1.1161985916082346,-0.048746448218055294,1.16494503982629
County of Nice,1.0799247819807025,0.6403422744165649,0.43958250756413764
Crimea,0.5253156891816909,0.9708129709435664,-0.44549728176187553
Croatia,1.4933543912147385,-0.24959244366093092,1.7429468348756694
Cuba,0.6760101748770561,0.35566730398540447,0.3203428708916516
Curaçao,0.3915136983665898,0.6395261571379665,-0.24801245877137668
Cyprus,0.7635667954190966,0.24341039622485083,0.5201563991942457
Czech Republic,1.4954603106981308,-0.17991207104399187,1.6753723817421227
Czechoslovakia,1.5003738767661834,-0.4285181414410095,1.928892018207193
Darfur,-0.5033651860547448,2.342132571483207,-2.8454977575379514
Denmark,1.4326653366890787,-0.2597404660209164,1.692405802709995
Djibouti,0.07469466592715723,1.2777878809191454,-1.2030932149919882
Dominica,0.005224737533851664,0.9275773765550747,-0.922352639021223
Dominican Republic,0.2856962994461878,0.9368458485893385,-0.6511495491431507
DR Congo,0.991542586038561,0.21114730762608935,0.7803952784124717
Ecuador,1.2924478428598525,-0.20335931585101163,1.4958071587108641
Egypt,1.1517848693531472,-0.01581687255132591,1.167601741904473
El Salvador,0.710098685346686,0.16782983866248968,0.5422688466841963
Ellan Vannin,0.7977902486428512,0.37160375745205293,0.42618649119079827
England,1.598033407193949,-0.5419517610950295,2.1399851682889786
Equatorial Guinea,0.3967236561761064,0.46396804114810386,-0.06724438497199747
Eritrea,0.10322502775867792,0.6014228143990478,-0.49819778664036984
Estonia,0.6276280937190092,0.22026045749356649,0.4073676362254427
Eswatini,0.27203992403570926,0.6333443425722844,-0.3613044185365752
Ethiopia,0.5739598725575457,0.502755987125556,0.07120388543198963
Falkland Islands,-0.3136288728746628,1.502947648777165,-1.8165765216518277
Faroe Islands,0.5585732469090475,0.4586269300297833,0.09994631687926425
Felvidék,0.3817254043741951,0.4999571114868897,-0.1182317071126946
Fiji,0.5409209260257254,0.7857502071071439,-0.24482928108141855
Finland,1.0278021385175835,-0.044601994381786136,1.0724041328993696
France,1.6029356691861065,-0.4531040219518283,2.0560396911379346
French Guiana,0.46373015236679743,0.6812920128673667,-0.2175618605005693
Frøya,0.20289679940140193,1.5805340226891604,-1.3776372232877585
Gabon,0.7250925909752165,0.14904864763827952,0.576043943336937
Găgăuzia,0.13781771040490998,1.0518083555083622,-0.9139906451034522
Galicia,1.1570179491425565,0.3433089797315699,0.8137089694109867
Gambia,0.5094209915210179,0.2773950355316456,0.23202595598937237
Georgia,1.012926750289536,0.04067632025677548,0.9722504300327606
