year,country,year_defence,year_attack,overall_attack,overall_defence,year_quality
1970,Albania,0.5698016235536445,0.5707396663502766,0.7868036170913284,-0.0233825543893994,0.8111242142773599
1970,Algeria,0.6051707641904949,0.5862037328261817,1.0797575389937095,0.04651928320668819,1.0142712244227083
1970,Argentina,0.5517920317976023,0.6026406040114846,1.6528499166145567,-0.4340697204423336,2.1377682092707726
1970,Australia,0.5745161738723331,0.6091943565927548,1.2226399637488927,-0.08855890505226138,1.3458770515215759
1970,Austria,0.4776912980321767,0.5240849559434047,1.3407051426531362,-0.0649151601462633,1.4520139607106275
1970,Bahrain,0.5836454417711954,0.5441081463976487,0.7036541675025908,0.28457038096395304,0.379546491165091
1970,Belgium,0.6177861050406326,0.540044594301818,1.461896404021001,-0.21702279788887147,1.6011776911710578
1970,Benin,0.5739261749828737,0.6010333675764263,0.6271188021708102,0.459337088959061,0.1948889058053016
1970,Bermuda,0.5381815525557869,0.5703138225290048,0.5259522024929015,0.7296020851565236,-0.17151761269040433
1970,Brazil,0.6504501458703098,0.6292423582384212,1.8049401812175472,-0.5281478849573622,2.311880278543021
1970,Bulgaria,0.5961044904481336,0.6664913650373345,1.279746698530226,-0.13832928026421454,1.4884628533836413
1970,Burkina Faso,0.60868841782333,0.5868387611357408,0.7817272685863177,0.25267902473435144,0.507198587164377
1970,Cambodia,0.5010563391293852,0.6049776615843486,-0.08354313406953606,1.2930485203367788,-1.2726703319513515
1970,Cameroon,0.6735060067595589,0.5777249962298696,0.9594642694788982,-0.06035160470116385,0.9240348636503728
1970,Chile,0.6132534803081643,0.5759104835341537,1.3955249281023143,-0.2447434927444586,1.6029254240727624
1970,Colombia,0.6197829027918588,0.5519432577869753,1.2774001114334763,-0.4564017684170749,1.6659622348456677
1970,Congo,0.5631385759016496,0.5876353067193942,0.7313802376558293,0.3033677487381256,0.4525092197354481
1970,Costa Rica,0.5662696344136077,0.5610064643909921,1.089821643818309,-0.044096823252870676,1.1286552970485642
1970,Cuba,0.5742614495552636,0.5797886395148011,0.6556737279232329,0.3660991079058612,0.29510180997690905
1970,Curaçao,0.5886771915722371,0.5757681134752923,0.37249427239246435,0.648355167939017,-0.28876997364349755
1970,Cyprus,0.5551387608238655,0.5868779249535832,0.7430109573310146,0.2447643901128846,0.5299857313478478
1970,Czechoslovakia,0.6289116530123346,0.5308362969686817,1.481315925638218,-0.4224926972050872,1.8057332667996522
1970,Denmark,0.5500823388995073,0.38869373764204207,1.4121159680536501,-0.25084077107741964,1.5015681378736045
1970,Dominica,0.5145729693393466,0.5457467195816478,-0.01314812369474383,0.9357599877677552,-0.9177343612201978
1970,DR Congo,0.5582944443049624,0.6368203206527633,0.9649870853666837,0.21932645021868347,0.824186511495801
1970,Ecuador,0.6056556912218266,0.5793246803501246,1.2725034665794532,-0.19883671894401345,1.4450091746517648
